Question ID,Sentence Position,Answer,Pronouns,Top Pronoun,Top Q Mismatch,Clean Q Scores,Top IR Mismatch,Clean IR Scores,category
165897,2,francisco_franco,"['he', 'he', 'he', 'he', 'he', 'his']",he,0,"francisco_franco:0.0383488577287, darius_i:0.0339117897969, emilio_aguinaldo:0.0292269833228, napoleon_iii:0.0279374562663, benito_mussolini:0.015574795308, adolf_eichmann:0.0146439416557, salvador_allende:0.0143979540973, jawaharlal_nehru:0.0136334819116, konrad_adenauer:0.0124436164471, winston_churchill:0.0122701899782, charles_martel:0.012122986672, william_henry_harrison:0.0109107827576, neville_chamberlain:0.0108177792424, paul_von_hindenburg:0.0103760109499, nero:0.0100466653589, john_brown_(abolitionist):0.00779552750512",0,"francisco_franco:5.36051506008, winston_churchill:2.49069857606, ulysses_s._grant:2.26718161845, margaret_thatcher:2.25104777884, arthur_wellesley,_1st_duke_of_wellington:2.15017764323, william_mckinley:2.01638398476, christopher_columbus:1.82779516261, william_ewart_gladstone:1.74166516695, otto_von_bismarck:1.71489938243, hannibal:1.70054966613, eleanor_of_aquitaine:1.68364134633, ferdinand_magellan:1.66295447523, douglas_macarthur:1.62159503167, oliver_cromwell:1.57243797649, giuseppe_garibaldi:1.49660938134",history
165897,3,francisco_franco,"['he', 'he', 'he', 'he', 'he', 'his']",he,0,"francisco_franco:0.0639853472986, emilio_aguinaldo:0.034485111468, darius_i:0.0221111190627, adolf_eichmann:0.0196388362961, benito_mussolini:0.019161929795, napoleon_iii:0.0188211336037, salvador_allende:0.0143067010097, jawaharlal_nehru:0.0127910089504, winston_churchill:0.011912014393, paul_von_hindenburg:0.0103351578089, charles_martel:0.00960701511095, konrad_adenauer:0.00915624101028, william_henry_harrison:0.00895061433333, neville_chamberlain:0.00796481740763, john_brown_(abolitionist):0.00794582080373, mobutu_sese_seko:0.00750545319727",0,"francisco_franco:5.68627680357, ulysses_s._grant:2.41615547654, margaret_thatcher:2.32369660195, winston_churchill:2.26577414673, arthur_wellesley,_1st_duke_of_wellington:2.20047843636, william_mckinley:2.13378662729, francisco_pizarro:2.00483980647, christopher_columbus:1.97916111251, bernardo_o'higgins:1.94758613844, hannibal:1.88200451983, benito_mussolini:1.83779973577, ferdinand_magellan:1.83610644924, eleanor_of_aquitaine:1.70232723594, emilio_aguinaldo:1.67941930373, otto_von_bismarck:1.66632530498",history
165906,0,william_ewart_gladstone,,,,,,,history
165906,1,william_ewart_gladstone,['he'],he,0,"william_ewart_gladstone:0.123619741036, benjamin_disraeli:0.0805747286537, john_c._calhoun:0.0589461872925, henry_vii_of_england:0.0279355730847, alexander_h._stephens:0.0237274720824, robert_walpole:0.0193977155438, maximilien_de_robespierre:0.019026321269, jefferson_davis:0.0186837463163, charles_stewart_parnell:0.0158202941634, david_lloyd_george:0.00993349371282, winston_churchill:0.0097282131256, john_brown_(abolitionist):0.00963555052663, elizabeth_cady_stanton:0.00891528105527, thomas_hart_benton_(politician):0.0081665623444, muhammad_ali_jinnah:0.00809854367539",0,"william_ewart_gladstone:7.0639943184, benjamin_disraeli:5.87333676087, david_lloyd_george:3.11757728585, neville_chamberlain:3.05432292387, winston_churchill:2.81963185317, otto_von_bismarck:2.72091906061, robert_walpole:2.61233011697, henry_clay:2.46051493689, john_c._calhoun:2.29865508637, millard_fillmore:2.25640472897, henry_vii_of_england:2.19051840024, margaret_thatcher:2.17151129503, daniel_webster:2.10119677597, zachary_taylor:2.07731148416, arthur_wellesley,_1st_duke_of_wellington:2.05759652964, alexander_h._stephens:1.95902999385, jefferson_davis:1.87371385332",history
165906,2,william_ewart_gladstone,"['he', 'he']",he,0,"william_ewart_gladstone:0.284934897763, benjamin_disraeli:0.179458627581, john_c._calhoun:0.017822986211, david_lloyd_george:0.0170863137574, robert_walpole:0.0127713529087, muhammad_ali_jinnah:0.0101902519767, alexander_ii_of_russia:0.00896708043588, hideki_tojo:0.00841384068251, brian_mulroney:0.00814883909751, otto_von_bismarck:0.00803864196406, alexander_h._stephens:0.00799863971164, henry_vii_of_england:0.00791325243242, oliver_cromwell:0.00710124282189, huldrych_zwingli:0.00586338479854, charles_stewart_parnell:0.00566826575251",0,"william_ewart_gladstone:8.09833354521, benjamin_disraeli:7.00120610438, otto_von_bismarck:2.75503748241, winston_churchill:2.59284105719, david_lloyd_george:2.16858097952, neville_chamberlain:2.13170915939, daniel_webster:1.86256294359, john_brown_(abolitionist):1.78926996608, thomas_paine:1.78288569889, robert_walpole:1.72323442331, john_adams:1.69314274868, giuseppe_garibaldi:1.68903818239, adolf_hitler:1.5501251668, charles_stewart_parnell:1.53019230373",history
165906,3,william_ewart_gladstone,"['he', 'he', 'he']",he,0,"william_ewart_gladstone:0.249538984543, benjamin_disraeli:0.16712935527, david_lloyd_george:0.0228107898316, charles_stewart_parnell:0.0128051926975, brian_mulroney:0.0119950961484, john_c._calhoun:0.0115359616381, muhammad_ali_jinnah:0.00929254678639, robert_walpole:0.00915576273043, alexander_kerensky:0.00859287742002, oliver_cromwell:0.00844268584579, henry_vii_of_england:0.00773371883767, girolamo_savonarola:0.00619890404132, kwame_nkrumah:0.0061752004413, charles_lindbergh:0.0061477830899, hideki_tojo:0.00597920986479, clarence_darrow:0.00583872502519, samuel_adams:0.00560406986463, alexander_h._stephens:0.00517464370642",0,"william_ewart_gladstone:7.52291054588, benjamin_disraeli:6.01676411341, david_lloyd_george:2.93963057497, charles_stewart_parnell:2.85569116298, otto_von_bismarck:2.64536485573, winston_churchill:2.60132157098, neville_chamberlain:2.17503870651, giuseppe_garibaldi:1.92138776053, john_a._macdonald:1.83099830315, ulysses_s._grant:1.70135405012, muhammad_ali_jinnah:1.5984500514, konrad_adenauer:1.59714265499, henry_clay:1.55047882464, grover_cleveland:1.53173162769, john_tyler:1.5243795419",history
165906,4,william_ewart_gladstone,"['he', 'he', 'he']",he,0,"benjamin_disraeli:0.257423435159, william_ewart_gladstone:0.206640969751, david_lloyd_george:0.0210382432689, brian_mulroney:0.0175247977573, charles_stewart_parnell:0.0112411087576, alexander_kerensky:0.00883523387363, robert_walpole:0.00852593772493, kwame_nkrumah:0.00785779277329, muhammad_ali_jinnah:0.00750201066207, oliver_cromwell:0.00668461641652, john_c._calhoun:0.00628702993968, clarence_darrow:0.0058970879171, margaret_thatcher:0.00582621185141, hideki_tojo:0.00580224363744, girolamo_savonarola:0.0054453555322, neville_chamberlain:0.00496382081391, charles_lindbergh:0.00493894432517",0,"william_ewart_gladstone:7.35109338091, benjamin_disraeli:6.36059832329, david_lloyd_george:3.09734087679, otto_von_bismarck:2.82466250053, charles_stewart_parnell:2.74983807772, winston_churchill:2.61525935714, neville_chamberlain:2.52331509429, john_a._macdonald:2.15836580162, giuseppe_garibaldi:1.90369900657, napoleon_iii:1.85115960299, alexander_ii_of_russia:1.74367272446, konrad_adenauer:1.72648678788, muhammad_ali_jinnah:1.7047103273, grover_cleveland:1.67078309642, indira_gandhi:1.66292656238",history
165908,0,salmon_p._chase,,,,,,,history
165908,1,salmon_p._chase,['he'],he,0,"william_h._seward:0.0444338464169, john_sherman:0.0372136521719, salmon_p._chase:0.031460077762, william_jennings_bryan:0.0303796357493, william_mckinley:0.024892605547, millard_fillmore:0.0208684331822, george_b._mcclellan:0.0170544620027, martin_van_buren:0.0151896249585, lester_b._pearson:0.0147026714662, charles_evans_hughes:0.0132986967483, stephen_a._douglas:0.0130818368479, george_wallace:0.0125142425444, george_h._pendleton:0.012305226502, william_henry_harrison:0.0122384836743, miguel_hidalgo_y_costilla:0.0122170495268, earl_warren:0.0116718199841, alexander_h._stephens:0.0115561483867",0,"salmon_p._chase:5.02350990842, thaddeus_stevens:3.4732091225, millard_fillmore:3.0333727878, rutherford_b._hayes:2.90160017596, james_k._polk:2.81303979246, john_brown_(abolitionist):2.69668292327, william_h._seward:2.65941968167, stephen_a._douglas:2.63250972234, william_mckinley:2.51268828517, james_buchanan:2.36736285717, charles_evans_hughes:2.35282787089, franklin_pierce:2.26479688028, thomas_jefferson:2.1744035417, john_quincy_adams:2.07894002107, james_a._garfield:2.07864617973, john_sherman:2.03734007001, ulysses_s._grant:2.01822393696, benjamin_harrison:1.98584166434",history
165908,2,salmon_p._chase,"['he', 'he']",he,0,"salmon_p._chase:0.217887741615, martin_van_buren:0.0522257618329, william_h._seward:0.050560448308, john_sherman:0.038443594087, james_buchanan:0.0252500018768, millard_fillmore:0.022930785424, william_mckinley:0.0207358306712, lester_b._pearson:0.0126683081726, henry_clay:0.0115490607771, sam_houston:0.0108514736039, eugene_v._debs:0.0102541158711, charles_sumner:0.00913588154347, grover_cleveland:0.00866691819427, george_wallace:0.00857534607698, stephen_a._douglas:0.00748761889215, lewis_cass:0.00718897292324, william_jennings_bryan:0.00685364642454",0,"salmon_p._chase:5.25219331461, james_buchanan:3.5231518218, thaddeus_stevens:3.41544300037, stephen_a._douglas:2.75045828765, william_mckinley:2.7294456271, james_k._polk:2.65975452596, james_a._garfield:2.62746030451, chester_a._arthur:2.60626339343, millard_fillmore:2.60041048344, william_h._seward:2.57779859923, charles_sumner:2.55537828065, rutherford_b._hayes:2.47128897316, charles_evans_hughes:2.44487848972, john_sherman:2.39987017899, john_tyler:2.34420271911, martin_van_buren:2.33979991427, ulysses_s._grant:2.31850841044, benjamin_harrison:2.25661362754, franklin_pierce:2.17271879587",history
165908,3,salmon_p._chase,"['he', 'he']",he,0,"salmon_p._chase:0.280839617453, william_h._seward:0.0388959433059, john_sherman:0.0289071550487, millard_fillmore:0.0242615272267, martin_van_buren:0.0214560112081, william_mckinley:0.0160197467245, james_buchanan:0.0155014217345, lester_b._pearson:0.014506598269, henry_clay:0.0104337000118, sam_houston:0.00889483228285, george_wallace:0.00832296618891, stephen_a._douglas:0.00823069265711, charles_sumner:0.00738943573999, eugene_v._debs:0.0072494692993, john_tyler:0.00705957388468, henry_cabot_lodge,_jr.:0.00628925855394",0,"salmon_p._chase:5.43513187724, james_buchanan:3.48586976378, thaddeus_stevens:3.35979492096, james_a._garfield:2.86881208503, stephen_a._douglas:2.70052441847, chester_a._arthur:2.58480611439, william_mckinley:2.58245764457, james_k._polk:2.58058665112, charles_evans_hughes:2.57685961771, rutherford_b._hayes:2.51765137224, charles_sumner:2.44299358253, john_sherman:2.37160219077, millard_fillmore:2.36919325718, william_howard_taft:2.29101655368, ulysses_s._grant:2.29062675864, benjamin_harrison:2.26757811574, john_tyler:2.25393853919, william_h._seward:2.24050643771, william_henry_harrison:2.20328823583",history
183515,0,walter_mondale,['his'],his,0,"millard_fillmore:0.101228899912, chiang_kai-shek:0.0671243135577, mark_antony:0.0440476544945, mao_zedong:0.0437311761941, alexander_ii_of_russia:0.0404960935483, adolf_hitler:0.0389581969598, tokugawa_ieyasu:0.0320962443483, stephen_a._douglas:0.0204678028567, peter_the_great:0.0196612778776, maximilien_de_robespierre:0.0125712681342, nikita_khrushchev:0.0119582418495, tecumseh:0.0110106230335, george_washington:0.0100336794733, atahualpa:0.0098677674579, benjamin_disraeli:0.00944998098719, emiliano_zapata:0.00846127180972, alexander_kerensky:0.00827299508309",0,"walter_mondale:5.16237560541, samuel_de_champlain:5.16237560541, oda_nobunaga:5.16237560541, pontiac_(person):3.5433358964, james_k._polk:3.5433358964, atahualpa:3.5433358964, george_washington:2.79726180306, sam_houston:2.70831470158, ronald_reagan:2.70831470158, william_jennings_bryan:1.72012589934, margaret_sanger:1.70194686498",history
183515,1,walter_mondale,"['his', 'he', 'he', 'his', 'he']",his,0,"grover_cleveland:0.0594977007698, adolf_hitler:0.0482418136711, walter_mondale:0.0407086261939, mao_zedong:0.024829464057, andrew_jackson:0.0244874383981, warren_g._harding:0.0221657039907, chiang_kai-shek:0.0141644335541, millard_fillmore:0.012434057765, tokugawa_ieyasu:0.0112539059087, spiro_agnew:0.0111741420059, ronald_reagan:0.00941982003778, charles_martel:0.00930864414567, tecumseh:0.00912827357903, mark_antony:0.00912452928312, maria_theresa:0.00824691497376, darius_i:0.00804930926751",0,"walter_mondale:6.48842946372, benjamin_harrison:3.02443635542, john_sherman:3.01289096421, rutherford_b._hayes:2.97896801681, william_mckinley:2.70911110146, grover_cleveland:2.64783932538, ronald_reagan:2.60152561558, james_k._polk:2.57059334839, john_adams:2.35609632533, john_tyler:2.35386227704, william_jennings_bryan:2.33083830159, george_washington:2.15471895572, brian_mulroney:2.10694644537, pericles:2.06387704038, warren_g._harding:2.04522374981, chester_a._arthur:2.04471534813, huey_long:2.03420898591, james_g._blaine:1.99742786696, jimmy_carter:1.90310405253",history
183515,2,walter_mondale,"['his', 'he', 'he', 'his', 'he', 'he', 'who']",his,0,"walter_mondale:0.377201033516, grover_cleveland:0.0442659406613, ronald_reagan:0.0301959273176, hubert_humphrey:0.0187601649995, andrew_jackson:0.0161506398577, adolf_hitler:0.0153299508417, warren_g._harding:0.0129448994843, spiro_agnew:0.0125061447258, millard_fillmore:0.0110120037889, mao_zedong:0.0101204456314, earl_warren:0.0101195963066, darius_i:0.00970914256545, jimmy_carter:0.00937779248715, barry_goldwater:0.00875427357573, charles_evans_hughes:0.00857483866666, charles_de_gaulle:0.00673363809457, henry_cabot_lodge,_jr.:0.0066735441811, brian_mulroney:0.00654069948321",0,"walter_mondale:8.15861766716, ronald_reagan:3.09054140392, jimmy_carter:2.59541356672, john_sherman:2.52640397948, hubert_humphrey:2.43235703481, benjamin_harrison:2.41387574038, brian_mulroney:2.38244518741, john_tyler:2.37978904371, grover_cleveland:2.34966823089, warren_g._harding:2.30509458328, adlai_stevenson_ii:2.29984537056, george_wallace:2.27207910741, william_jennings_bryan:2.17347301104, james_k._polk:2.14352352131, rutherford_b._hayes:2.14284967725, william_mckinley:2.12283960277, barry_goldwater:2.07207464863, john_adams:2.01203734953, huey_long:1.9504806905",history
165912,0,benjamin_disraeli,,,,,,,history
165912,1,benjamin_disraeli,['he'],he,0,"benjamin_disraeli:0.139117353222, john_sherman:0.035301105707, elizabeth_cady_stanton:0.0231444886658, james_a._garfield:0.0154298146854, marco_polo:0.0132072013077, alexander_ii_of_russia:0.0112113161967, harry_s._truman:0.00912773425928, harry_s._truman:0.00912773425928, winston_churchill:0.00910957100907, neville_chamberlain:0.00895233834079, otto_von_bismarck:0.0082847409055, samuel_adams:0.00820708235897, frederick_douglass:0.0079680759884, calvin_coolidge:0.00772361072809, napoleon_iii:0.00739826902601, john_hay:0.00736392886916, adolf_hitler:0.00689773540293",0,"benjamin_disraeli:8.41504514568, william_ewart_gladstone:3.59342018795, arthur_wellesley,_1st_duke_of_wellington:3.0069921874, edward_the_confessor:2.26111898891, william_tecumseh_sherman:2.2071333944, joseph_mccarthy:2.15879786365, ulysses_s._grant:2.0957678009, giuseppe_garibaldi:2.08733860022, charles_stewart_parnell:1.95934257312, david_lloyd_george:1.94247182494, huey_long:1.82712300345, aaron_burr:1.69997101098, brian_mulroney:1.56168420157, james_a._garfield:1.55080916558, john_wilkes_booth:1.53148607467",history
165912,2,benjamin_disraeli,"['he', 'he']",he,0,"benjamin_disraeli:0.504966999019, william_ewart_gladstone:0.0300197906064, charles_stewart_parnell:0.0151624082121, maria_theresa:0.0117881508112, winston_churchill:0.0110779080212, neville_chamberlain:0.00988907509991, arthur_wellesley,_1st_duke_of_wellington:0.00812290864355, elizabeth_cady_stanton:0.00741785549296, john_hancock:0.00709513163894, alexander_ii_of_russia:0.00638613477411, muhammad_ali_jinnah:0.00612065471616, napoleon_iii:0.00572620808548, cecil_rhodes:0.00504929079209, samuel_adams:0.00467222441659, alexander_h._stephens:0.00409977240717, margaret_thatcher:0.00404859733953",0,"benjamin_disraeli:7.76272027413, william_ewart_gladstone:4.6293294349, arthur_wellesley,_1st_duke_of_wellington:3.87615030579, brian_mulroney:2.34842789194, david_lloyd_george:2.31281511023, winston_churchill:2.11036206546, margaret_thatcher:2.00962158718, charles_stewart_parnell:2.0085139676, neville_chamberlain:2.00827038544, robert_walpole:1.86021311357, napoleon_iii:1.85955714896, charles_de_gaulle:1.7828214934, konrad_adenauer:1.70493195152, otto_von_bismarck:1.6647382915, henry_vii_of_england:1.65260011979, adolf_hitler:1.63695460727, oliver_cromwell:1.59236089981",history
165912,3,benjamin_disraeli,"['he', 'he']",he,0,"benjamin_disraeli:0.606883229456, charles_stewart_parnell:0.038212153298, william_ewart_gladstone:0.0269367772377, neville_chamberlain:0.0111891065526, winston_churchill:0.00902835317386, muhammad_ali_jinnah:0.00638753797627, maria_theresa:0.00514652400812, elizabeth_cady_stanton:0.00416432064597, john_hancock:0.00403077381313, adolf_hitler:0.00401795869565, arthur_wellesley,_1st_duke_of_wellington:0.00391857040624, napoleon_iii:0.00387088010145, cecil_rhodes:0.0036017389448, marco_polo:0.00328756931645, paul_von_hindenburg:0.00326247842743",0,"benjamin_disraeli:7.6589213716, william_ewart_gladstone:5.01722635387, arthur_wellesley,_1st_duke_of_wellington:3.71166567268, charles_stewart_parnell:2.82431516506, david_lloyd_george:2.62568657114, brian_mulroney:2.26318914858, margaret_thatcher:2.21343563124, winston_churchill:2.18123258885, napoleon_iii:1.96730105556, otto_von_bismarck:1.90049937583, neville_chamberlain:1.87922022655, robert_walpole:1.77780708659, charles_de_gaulle:1.73994476703, john_a._macdonald:1.70131404202, adolf_hitler:1.62278223466, ronald_reagan:1.60825414624, ulysses_s._grant:1.58816338917, konrad_adenauer:1.51974869074",history
3956,0,muhammad_ali_jinnah,"['he', 'who']",he,0,"william_henry_harrison:0.10253067341, eleanor_roosevelt:0.054889806035, stephen_a._douglas:0.0250607939142, muhammad_ali_jinnah:0.0214543581574, william_tecumseh_sherman:0.0180021441848, brigham_young:0.0176375026088, thomas_jefferson:0.0159107368189, francisco_franco:0.0145386009035, james_buchanan:0.0144313129519, winston_churchill:0.0133951597394, alexander_h._stephens:0.0127218085789, oliver_cromwell:0.0122504721273, john_c._calhoun:0.0112512068764, fidel_castro:0.0111703065069, john_tyler:0.00938268516564, william_h._seward:0.00880069474733",0,"muhammad_ali_jinnah:5.68954699318, ulysses_s._grant:2.86468189484, grover_cleveland:2.52382055705, winston_churchill:2.4499372446, chester_a._arthur:2.40577725195, thomas_jefferson:2.25974782636, william_tecumseh_sherman:2.24834781606, john_quincy_adams:2.10562224569, brian_mulroney:2.07966660932, andrew_jackson:2.02770096194, william_ewart_gladstone:2.00979838707, rutherford_b._hayes:1.97822480025, james_a._garfield:1.96771781636, william_h._seward:1.96681299607, benjamin_disraeli:1.92291272861, henry_clay:1.82134455791, oliver_cromwell:1.75200915325, kwame_nkrumah:1.69951103264, nelson_mandela:1.68700692641",history
3956,1,muhammad_ali_jinnah,"['he', 'who', 'he', 'his']",he,0,"william_henry_harrison:0.0360263678274, eleanor_roosevelt:0.0310938128064, muhammad_ali_jinnah:0.0290118117709, jawaharlal_nehru:0.0270350302582, winston_churchill:0.0187706022519, brigham_young:0.0128403756222, william_tecumseh_sherman:0.0126756429848, ambrose_burnside:0.0112526285644, indira_gandhi:0.0103069280602, pepin_the_short:0.00983827074864, booker_t._washington:0.00962752529444, john_c._calhoun:0.00906472484673, victoria_woodhull:0.00893264530086, alexander_h._stephens:0.00852873171679, hideki_tojo:0.00771420155663",0,"muhammad_ali_jinnah:6.91920312998, winston_churchill:3.13745456189, jawaharlal_nehru:3.00193823024, neville_chamberlain:2.90610242059, ulysses_s._grant:2.72499747633, leon_trotsky:2.22740295236, benjamin_disraeli:2.17767241027, konrad_adenauer:2.15888194336, charles_evans_hughes:2.13764328516, charles_lindbergh:2.1266897169, adolf_hitler:2.0601044452, haile_selassie:1.93983079113, oliver_cromwell:1.91296339256, james_a._garfield:1.81154840633, kwame_nkrumah:1.80208989162, john_quincy_adams:1.79067765029, mikhail_gorbachev:1.77873775888",history
