activity_coefficient,Activity coefficient,YES
acts_of_the_apostles,Acts of the Apostles,YES
acupuncture,Acupuncture,YES
adam,Adam,YES
adam_bede_(character),Adam Bede (character),YES
adam_smith,Adam Smith,YES
adamantium,Adamantium,YES
adaptive_optics,Adaptive optics,YES
addis_ababa,Addis Ababa,YES
addison's_disease,Addison's disease,YES
adenosine_triphosphate,Adenosine triphosphate,YES
adenylate_cyclase,Adenylate cyclase,YES
adirondack_mountains,Adirondack Mountains,YES
adlai_stevenson_ii,Adlai Stevenson II,YES
adolf_eichmann,Adolf Eichmann,YES
adolf_hitler,Adolf Hitler,YES
adonis,Adonis,YES
adrenal_gland,Adrenal gland,YES
adrenal_gland_disorder,Adrenal gland disorder,YES
adriatic_sea,Adriatic Sea,YES
adsorption,Adsorption,YES
advent,Advent,YES
adventures_of_huckleberry_finn,Adventures of Huckleberry Finn,YES
aegean_sea,Aegean Sea,YES
aegis,Aegis,YES
aeneas,Aeneas,YES
aeolus,Aeolus,YES
aerodynamic_drag,Aerodynamic drag,YES
aeschylus,Aeschylus,YES
aesthetics,Aesthetics,YES
aethelred_the_unready,,NO
afar_triangle,Afar Triangle,YES
african_elephant,African elephant,YES
afrikaans,Afrikaans,YES
afternoon_of_a_faun_(nijinsky),Afternoon of a Faun (Nijinsky),YES
against_the_sophists,Against the Sophists,YES
agamemnon,Agamemnon,YES
agar,Agar,YES
agatha_christie,Agatha Christie,YES
agent_orange,Agent Orange,YES
aggregate_demand,Aggregate demand,YES
agil_paradigm,AGIL paradigm,YES
agnes_de_mille,Agnes de Mille,YES
agni,Agni,YES
ahab,Ahab,YES
ahura_mazda,Ahura Mazda,YES
aida,Aida,YES
aimee_semple_mcpherson,Aimee Semple McPherson,YES
ajanta_caves,Ajanta Caves,YES
ajax_(mythology),Ajax (mythology),YES
ajax_(sophocles),Ajax (Sophocles),YES
akbar,Akbar,YES
akhenaten,Akhenaten,YES
akhnaten_(opera),Akhnaten (opera),YES
al_franken,Al Franken,YES
alasdair_macintyre,Alasdair MacIntyre,YES
alaska,Alaska,YES
albania,Albania,YES
albany_congress,Albany Congress,YES
albatross,Albatross,YES
albedo,Albedo,YES
albert_b._fall,Albert B. Fall,YES
albert_bandura,Albert Bandura,YES
albert_camus,Albert Camus,YES
albert_ellis,Albert Ellis,YES
albert_schweitzer,Albert Schweitzer,YES
albert_speer,Albert Speer,YES
alberta,Alberta,YES
alberto_giacometti,Alberto Giacometti,YES
albertus_magnus,Albertus Magnus,YES
albigensian_crusade,Albigensian Crusade,YES
albinism,Albinism,YES
albrecht_altdorfer,Albrecht Altdorfer,YES
albumin,Albumin,YES
alcibiades,Alcibiades,YES
alcibiades_(fictional_character),Alcibiades (fictional character),YES
alcmene,Alcmene,YES
alcohol,Alcohol,YES
alcohol_dehydrogenase,Alcohol dehydrogenase,YES
alcubierre_drive,Alcubierre drive,YES
alcuin,Alcuin,YES
aldehyde,Aldehyde,YES
aldol_condensation,Aldol condensation,YES
aldol_reaction,Aldol reaction,YES
aldosterone,Aldosterone,YES
aldous_huxley,Aldous Huxley,YES
alejo_carpentier,Alejo Carpentier,YES
aleppo,Aleppo,YES
alessandro_scarlatti,Alessandro Scarlatti,YES
alessandro_volta,Alessandro Volta,YES
aleutian_islands,Aleutian Islands,YES
alexander_calder,Alexander Calder,YES
alexander_glazunov,Alexander Glazunov,YES
alexander_graham_bell,Alexander Graham Bell,YES
alexander_h._stephens,Alexander H. Stephens,YES
alexander_hamilton,Alexander Hamilton,YES
alexander_ii_of_russia,Alexander II of Russia,YES
alexander_kerensky,Alexander Kerensky,YES
alexander_pope,Alexander Pope,YES
alexander_pushkin,Alexander Pushkin,YES
alexander_scriabin,Alexander Scriabin,YES
alexander_the_great,Alexander the Great,YES
alexandre_dumas,Alexandre Dumas,YES
alexis_de_tocqueville,Alexis de Tocqueville,YES
"alfred,_lord_tennyson","Alfred, Lord Tennyson",YES
alfred_adler,Alfred Adler,YES
alfred_binet,Alfred Binet,YES
alfred_dreyfus,Alfred Dreyfus,YES
alfred_l._kroeber,Alfred L. Kroeber,YES
alfred_marshall,Alfred Marshall,YES
alfred_north_whitehead,Alfred North Whitehead,YES
alfred_russel_wallace,Alfred Russel Wallace,YES
alfred_sisley,Alfred Sisley,YES
alfred_stieglitz,Alfred Stieglitz,YES
alfred_thayer_mahan,Alfred Thayer Mahan,YES
alfred_the_great,Alfred the Great,YES
algae,Algae,YES
algarve,Algarve,YES
algeria,Algeria,YES
alhambra,Alhambra,YES
alien_and_sedition_acts,Alien and Sedition Acts,YES
alkali_metal,Alkali metal,YES
alkaline_earth_metal,Alkaline earth metal,YES
alkaloid,Alkaloid,YES
alkane,Alkane,YES
alkene,Alkene,YES
alkyne,Alkyne,YES
all_my_sons,All My Sons,YES
all_quiet_on_the_western_front,All Quiet on the Western Front,YES
all_the_king's_men,All the King's Men,YES
allan_bloom,Allan Bloom,YES
allan_pinkerton,Allan Pinkerton,YES
allen_ginsberg,Allen Ginsberg,YES
allosteric_regulation,Allosteric regulation,YES
almagest,Almagest,YES
alpha_centauri,Alpha Centauri,YES
alpha_decay,Alpha decay,YES
alpha_helix,Alpha helix,YES
alpha_particle,Alpha particle,YES
alphonse_mucha,Alphonse Mucha,YES
also_sprach_zarathustra_(strauss),Also sprach Zarathustra (Strauss),YES
alternation_of_generations,Alternation of generations,YES
altiplano,Altiplano,YES
altruism,Altruism,YES
alvar_aalto,Alvar Aalto,YES
alvin_ailey,Alvin Ailey,YES
alvin_toffler,Alvin Toffler,YES
alzheimer's_disease,Alzheimer's disease,YES
amahl_and_the_night_visitors,Amahl and the Night Visitors,YES
amalthea_(mythology),Amalthea (mythology),YES
amartya_sen,Amartya Sen,YES
amaterasu,Amaterasu,YES
amazons,Amazons,YES
ambrose_bierce,Ambrose Bierce,YES
ambrose_burnside,Ambrose Burnside,YES
amedeo_avogadro,Amedeo Avogadro,YES
amedeo_modigliani,Amedeo Modigliani,YES
amelia_earhart,Amelia Earhart,YES
american_gothic,American Gothic,YES
amerigo_vespucci,Amerigo Vespucci,YES
ames_test,Ames test,YES
amesha_spenta,Amesha Spenta,YES
amidah,Amidah,YES
amide,Amide,YES
amine,Amine,YES
amino_acid,Amino acid,YES
amish,Amish,YES
ammonia,Ammonia,YES
ammonium,Ammonium,YES
amniocentesis,Amniocentesis,YES
ampere,Ampere,YES
amphibian,Amphibian,YES
amphitryon,Amphitryon,YES
amu_darya,Amu Darya,YES
amun,Amun,YES
amur_river,Amur River,YES
amylase,Amylase,YES
amyotrophic_lateral_sclerosis,Amyotrophic lateral sclerosis,YES
an_american_dilemma,An American Dilemma,YES
an_american_tragedy,An American Tragedy,YES
an_enemy_of_the_people,An Enemy of the People,YES
an_enquiry_concerning_human_understanding,An Enquiry Concerning Human Understanding,YES
an_essay_concerning_human_understanding,An Essay Concerning Human Understanding,YES
an_essay_on_man,An Essay on Man,YES
an_essay_on_the_principle_of_population,An Essay on the Principle of Population,YES
anaerobic_respiration,Anaerobic respiration,YES
analects,Analects,YES
anansi,Anansi,YES
anaphase,Anaphase,YES
"anarchy,_state,_and_utopia","Anarchy, State, and Utopia",YES
anaxagoras,Anaxagoras,YES
anaximander,Anaximander,YES
ancient_corinth,Ancient Corinth,YES
ancient_greek,Ancient Greek,YES
ancient_society,Ancient Society,YES
andaman_islands,Andaman Islands,YES
andhra_pradesh,Andhra Pradesh,YES
andrea_del_sarto,Andrea del Sarto,YES
andrea_del_verrocchio,Andrea del Verrocchio,YES
andrea_mantegna,Andrea Mantegna,YES
andrea_palladio,Andrea Palladio,YES
andreas_vesalius,Andreas Vesalius,YES
andrei_rublev_(film),Andrei Rublev (film),YES
andrew_jackson,Andrew Jackson,YES
andrew_marvell,Andrew Marvell,YES
andrew_wyeth,Andrew Wyeth,YES
andromache,Andromache,YES
andromeda_(constellation),Andromeda (constellation),YES
andromeda_(mythology),Andromeda (mythology),YES
andromeda_galaxy,Andromeda Galaxy,YES
androstenedione,Androstenedione,YES
andy_warhol,Andy Warhol,YES
anemia,Anemia,YES
aneurysm,Aneurysm,YES
angel_falls,Angel Falls,YES
angiogenesis,Angiogenesis,YES
angkor,Angkor,YES
angkor_wat,Angkor Wat,YES
angola,Angola,YES
angry_young_men,Angry young men,YES
angular_momentum,Angular momentum,YES
aniline,Aniline,YES
animal_farm,Animal Farm,YES
ankle,Ankle,YES
anna_akhmatova,Anna Akhmatova,YES
anna_freud,Anna Freud,YES
anna_karenina,Anna Karenina,YES
anna_o.,Anna O.,YES
annabel_lee,Annabel Lee,YES
annales_school,Annales School,YES
anne_bradstreet,Anne Bradstreet,YES
annunciation,Annunciation,YES
annunciation_(leonardo),Annunciation (Leonardo),YES
"annunciation_(van_eyck,_washington)","Annunciation (van Eyck, Washington)",YES
anomalous_monism,Anomalous monism,YES
anomie,Anomie,YES
ansel_adams,Ansel Adams,YES
anselm_kiefer,Anselm Kiefer,YES
antaeus,Antaeus,YES
antarctica,Antarctica,YES
antelope,Antelope,YES
anterograde_amnesia,Anterograde amnesia,YES
anthony_burgess,Anthony Burgess,YES
"anthony_giddens,_baron_giddens","Anthony Giddens, Baron Giddens",YES
anthony_powell,Anthony Powell,YES
anthony_trollope,Anthony Trollope,YES
anthony_van_dyck,Anthony van Dyck,YES
anthrax,Anthrax,YES
anthropic_principle,Anthropic principle,YES
antiaromaticity,Antiaromaticity,YES
antibody,Antibody,YES
antichrist,Antichrist,YES
antidepressant,Antidepressant,YES
antiferromagnetism,Antiferromagnetism,YES
antigen,Antigen,YES
antigone_(sophocles),Antigone (Sophocles),YES
anti-masonic_party,Anti-Masonic Party,YES
antimatter,Antimatter,YES
antimony,Antimony,YES
antiope_(mother_of_amphion),Antiope (mother of Amphion),YES
antioxidant,Antioxidant,YES
antoine_lavoisier,Antoine Lavoisier,YES
antoine_watteau,,NO
anton_bruckner,Anton Bruckner,YES
anton_chekhov,Anton Chekhov,YES
anton_webern,Anton Webern,YES
antonin_scalia,Antonin Scalia,YES
antonio_canova,Antonio Canova,YES
antonio_de_oliveira_salazar,,NO
antonio_gramsci,Antonio Gramsci,YES
antonio_lopez_de_santa_anna,,NO
antonio_salieri,Antonio Salieri,YES
antonio_vivaldi,Antonio Vivaldi,YES
anubis,Anubis,YES
aorta,Aorta,YES
aouzou_strip,Aouzou Strip,YES
apatosaurus,Apatosaurus,YES
apep,Apep,YES
aphasia,Aphasia,YES
aphrodite,Aphrodite,YES
apis_(god),Apis (god),YES
apocrypha,Apocrypha,YES
apollo,Apollo,YES
apollo_11,Apollo 11,YES
apollo_and_daphne,Apollo and Daphne,YES
apollo_belvedere,Apollo Belvedere,YES
apology_(plato),Apology (Plato),YES
apoptosis,Apoptosis,YES
appalachian_spring,Appalachian Spring,YES
apparent_magnitude,Apparent magnitude,YES
appendicitis,Appendicitis,YES
apsara,Apsara,YES
aqua_regia,Aqua regia,YES
aquarius_(constellation),Aquarius (constellation),YES
arabidopsis_thaliana,Arabidopsis thaliana,YES
aral_sea,Aral Sea,YES
aramaic_language,Aramaic language,YES
arcangelo_corelli,Arcangelo Corelli,YES
archaea,Archaea,YES
archaeopteryx,Archaeopteryx,YES
archbishop_of_canterbury,Archbishop of Canterbury,YES
arches_national_park,Arches National Park,YES
architecture_of_istanbul,Architecture of Istanbul,YES
arcturus,Arcturus,YES
arecibo_observatory,Arecibo Observatory,YES
areopagitica,Areopagitica,YES
ares,Ares,YES
argon,Argon,YES
argos,Argos,YES
ariadne,Ariadne,YES
ariadne_auf_naxos,Ariadne auf Naxos,YES
arianism,Arianism,YES
ariel_(the_tempest),Ariel (The Tempest),YES
aristophanes,Aristophanes,YES
aristotle,Aristotle,YES
arius,Arius,YES
arizona,Arizona,YES
arjuna,Arjuna,YES
ark_of_the_covenant,Ark of the Covenant,YES
arkansas_river,Arkansas River,YES
arles,Arles,YES
armadillo,Armadillo,YES
armory_show,Armory Show,YES
arms_and_the_man,Arms and the Man,YES
arnold_schoenberg,Arnold Schoenberg,YES
arnolfini_portrait,Arnolfini Portrait,YES
aromaticity,Aromaticity,YES
arrhenius_equation,Arrhenius equation,YES
arrow's_impossibility_theorem,Arrow's impossibility theorem,YES
arsenic,Arsenic,YES
art_deco,Art Deco,YES
art_nouveau,Art Nouveau,YES
artemis,Artemis,YES
artemisia_gentileschi,Artemisia Gentileschi,YES
artemisinin,Artemisinin,YES
artery,Artery,YES
arthashastra,Arthashastra,YES
arthur_conan_doyle,Arthur Conan Doyle,YES
arthur_eddington,Arthur Eddington,YES
arthur_evans,Arthur Evans,YES
arthur_jensen,Arthur Jensen,YES
arthur_laffer,Arthur Laffer,YES
arthur_miller,Arthur Miller,YES
arthur_rimbaud,Arthur Rimbaud,YES
arthur_schopenhauer,Arthur Schopenhauer,YES
arthur_sullivan,Arthur Sullivan,YES
"arthur_wellesley,_1st_duke_of_wellington","Arthur Wellesley, 1st Duke of Wellington",YES
article_four_of_the_united_states_constitution,Article Four of the United States Constitution,YES
aryl_halide,Aryl halide,YES
as_you_like_it,As You Like It,YES
asbestos,Asbestos,YES
ascanius,Ascanius,YES
asch_conformity_experiments,Asch conformity experiments,YES
asclepius,Asclepius,YES
ascomycota,Ascomycota,YES
asexual_reproduction,Asexual reproduction,YES
asgard,Asgard,YES
ashgabat,Ashgabat,YES
ashley_montagu,Ashley Montagu,YES
ashurbanipal,Ashurbanipal,YES
aspartame,Aspartame,YES
aspartic_acid,Aspartic acid,YES
aspirin,Aspirin,YES
assassins,Assassins,YES
assyria,Assyria,YES
astarte,Astarte,YES
astatine,Astatine,YES
asteroid,Asteroid,YES
asteroid_belt,Asteroid belt,YES
asthma,Asthma,YES
astigmatism,Astigmatism,YES
astronomical_unit,Astronomical unit,YES
atacama_desert,Atacama Desert,YES
atahualpa,Atahualpa,YES
atalanta,Atalanta,YES
aten,Aten,YES
athanasius_of_alexandria,Athanasius of Alexandria,YES
atharvaveda,Atharvaveda,YES
atheism,Atheism,YES
athena,Athena,YES
atherosclerosis,Atherosclerosis,YES
athol_fugard,Athol Fugard,YES
atlantic_charter,Atlantic Charter,YES
atlas_mountains,Atlas Mountains,YES
atlas_shrugged,Atlas Shrugged,YES
atomic_nucleus,Atomic nucleus,YES
atomism,Atomism,YES
atp_synthase,ATP synthase,YES
atreus,Atreus,YES
attention,Attention,YES
attila,Attila,YES
attitude_(psychology),Attitude (psychology),YES
aubrey_beardsley,Aubrey Beardsley,YES
auckland,Auckland,YES
aufbau_principle,Aufbau principle,YES
auger_effect,Auger effect,YES
august_strindberg,August Strindberg,YES
augusta_national_golf_club,Augusta National Golf Club,YES
auguste_comte,Auguste Comte,YES
auguste_rodin,Auguste Rodin,YES
augustus_saint-gaudens,Augustus Saint-Gaudens,YES
aurora_(astronomy),,NO
australopithecus,Australopithecus,YES
australopithecus_afarensis,Australopithecus afarensis,YES
australopithecus_africanus,Australopithecus africanus,YES
austrian_school,Austrian School,YES
auteur_theory,Auteur theory,YES
author,Author,YES
autism_spectrum,Autism spectrum,YES
autoimmunity,Autoimmunity,YES
autolycus,Autolycus,YES
autonomous_region_of_bougainville,Autonomous Region of Bougainville,YES
autophagy,Autophagy,YES
autotroph,Autotroph,YES
auxin,Auxin,YES
availability_heuristic,Availability heuristic,YES
averroes,Averroes,YES
avicenna,Avicenna,YES
avogadro_constant,Avogadro constant,YES
axial_age,Axial Age,YES
axon,Axon,YES
ayn_rand,Ayn Rand,YES
azeotrope,Azeotrope,YES
azerbaijan,Azerbaijan,YES
azerbaijan_(iran),Azerbaijan (Iran),YES
azide,Azide,YES
azide-alkyne_huisgen_cycloaddition,Azide-alkyne Huisgen cycloaddition,YES
azimuth,Azimuth,YES
aztec_mythology,Aztec mythology,YES
b._f._skinner,B. F. Skinner,YES
b_vitamins,B vitamins,YES
baal,Baal,YES
baba_yaga,Baba Yaga,YES
baboon,Baboon,YES
babur,Babur,YES
babylon,Babylon,YES
babylonian_captivity,Babylonian captivity,YES
bacchus_and_ariadne,Bacchus and Ariadne,YES
bacterial_conjugation,Bacterial conjugation,YES
bacteriophage,Bacteriophage,YES
baffin_island,Baffin Island,YES
bahia,Bahia,YES
bahrain,Bahrain,YES
baker_v._carr,Baker v. Carr,YES
balaam,Balaam,YES
balder_(comics),Balder (comics),YES
baldr,Baldr,YES
balearic_islands,Balearic Islands,YES
bali,Bali,YES
ballades_(chopin),Ballades (Chopin),YES
balmer_series,Balmer series,YES
balthus,Balthus,YES
bamboo,Bamboo,YES
banff_national_park,Banff National Park,YES
bangkok,Bangkok,YES
bankruptcy,Bankruptcy,YES
"banqueting_house,_whitehall","Banqueting House, Whitehall",YES
bantustan,Bantustan,YES
baptism,Baptism,YES
barabbas,Barabbas,YES
barbara_mcclintock,Barbara McClintock,YES
barium,Barium,YES
barkhausen_effect,Barkhausen effect,YES
barnacle,Barnacle,YES
barnard's_star,Barnard's Star,YES
barnett_newman,Barnett Newman,YES
baron_samedi,Baron Samedi,YES
barr_body,Barr body,YES
barry_goldwater,Barry Goldwater,YES
"bartleby,_the_scrivener","Bartleby, the Scrivener",YES
bartolomeu_dias,Bartolomeu Dias,YES
baruch_spinoza,Baruch Spinoza,YES
baryon,Baryon,YES
basal_ganglia,Basal ganglia,YES
basal_metabolic_rate,Basal metabolic rate,YES
basal-cell_carcinoma,Basal-cell carcinoma,YES
base_(chemistry),Base (chemistry),YES
basilica_of_san_francesco_d'assisi,Basilica of San Francesco d'Assisi,YES
bass_strait,Bass Strait,YES
bassoon,Bassoon,YES
bastille,Bastille,YES
bathsheba,Bathsheba,YES
battle_of_actium,Battle of Actium,YES
battle_of_agincourt,Battle of Agincourt,YES
battle_of_antietam,Battle of Antietam,YES
battle_of_austerlitz,Battle of Austerlitz,YES
battle_of_ayacucho,Battle of Ayacucho,YES
battle_of_bannockburn,Battle of Bannockburn,YES
battle_of_blenheim,Battle of Blenheim,YES
battle_of_bosworth_field,Battle of Bosworth Field,YES
battle_of_bunker_hill,Battle of Bunker Hill,YES
battle_of_caporetto,Battle of Caporetto,YES
battle_of_chancellorsville,Battle of Chancellorsville,YES
battle_of_culloden,Battle of Culloden,YES
battle_of_gettysburg,Battle of Gettysburg,YES
battle_of_hastings,Battle of Hastings,YES
battle_of_kings_mountain,Battle of Kings Mountain,YES
battle_of_lepanto,Battle of Lepanto,YES
battle_of_leyte_gulf,Battle of Leyte Gulf,YES
battle_of_marathon,Battle of Marathon,YES
battle_of_midway,Battle of Midway,YES
battle_of_plassey,Battle of Plassey,YES
battle_of_puebla,Battle of Puebla,YES
battle_of_salamis,Battle of Salamis,YES
battle_of_shiloh,Battle of Shiloh,YES
battle_of_tannenberg,Battle of Tannenberg,YES
battle_of_the_bulge,Battle of the Bulge,YES
battle_of_the_centaurs_(michelangelo),Battle of the Centaurs (Michelangelo),YES
battle_of_the_coral_sea,Battle of the Coral Sea,YES
battle_of_the_little_bighorn,Battle of the Little Bighorn,YES
battle_of_the_thames,Battle of the Thames,YES
battle_of_trafalgar,Battle of Trafalgar,YES
battle_of_trenton,Battle of Trenton,YES
battle_of_zama,Battle of Zama,YES
bauhaus,Bauhaus,YES
bavaria,Bavaria,YES
bay_of_bengal,Bay of Bengal,YES
bay_of_fundy,Bay of Fundy,YES
bay_of_pigs_invasion,Bay of Pigs Invasion,YES
bayeux_tapestry,Bayeux Tapestry,YES
bcs_theory,BCS theory,YES
beatitudes,Beatitudes,YES
beaver_island_(lake_michigan),Beaver Island (Lake Michigan),YES
behaviorism,Behaviorism,YES
being_and_nothingness,Being and Nothingness,YES
being_and_time,Being and Time,YES
beirut,Beirut,YES
belarus,Belarus,YES
belfast,Belfast,YES
belgrade,Belgrade,YES
belize,Belize,YES
bell_hooks,Bell hooks,YES
bellerophon,Bellerophon,YES
beloved_(novel),Beloved (novel),YES
ben_jonson,Ben Jonson,YES
ben_nevis,Ben Nevis,YES
ben_shahn,Ben Shahn,YES
benedetto_croce,Benedetto Croce,YES
benedict_anderson,Benedict Anderson,YES
benedict_arnold,Benedict Arnold,YES
benin,Benin,YES
benito_cereno,Benito Cereno,YES
benito_juarez,,NO
benito_mussolini,Benito Mussolini,YES
benjamin_britten,Benjamin Britten,YES
benjamin_disraeli,Benjamin Disraeli,YES
benjamin_harrison,Benjamin Harrison,YES
benjamin_henry_latrobe,Benjamin Henry Latrobe,YES
benvenuto_cellini,Benvenuto Cellini,YES
benzene,Benzene,YES
beowulf,Beowulf,YES
beowulf_(hero),Beowulf (hero),YES
beriberi,Beriberi,YES
berlin,Berlin,YES
berlin_wall,Berlin Wall,YES
bernadette_soubirous,Bernadette Soubirous,YES
bernard_malamud,Bernard Malamud,YES
bernard_of_clairvaux,Bernard of Clairvaux,YES
bernardo_o'higgins,Bernardo O'Higgins,YES
bernoulli's_principle,Bernoulli's principle,YES
berry,Berry,YES
berthe_morisot,Berthe Morisot,YES
bertolt_brecht,Bertolt Brecht,YES
bertrand_russell,Bertrand Russell,YES
bertrand_russell's_views_on_philosophy,Bertrand Russell's views on philosophy,YES
beryllium,Beryllium,YES
bessel_function,Bessel function,YES
beta_decay,Beta decay,YES
beta_oxidation,Beta oxidation,YES
beta_particle,Beta particle,YES
beta_ray_bill,Beta Ray Bill,YES
beta_sheet,Beta sheet,YES
beta-lactamase,Beta-lactamase,YES
betty_friedan,Betty Friedan,YES
beyond_freedom_and_dignity,Beyond Freedom and Dignity,YES
beyond_good_&amp;_evil_(video_game),,NO
beyond_good_and_evil,Beyond Good and Evil,YES
beyond_the_pleasure_principle,Beyond the Pleasure Principle,YES
bhagavad_gita,Bhagavad Gita,YES
bhima,Bhima,YES
bhutan,Bhutan,YES
biblical_apocrypha,Biblical apocrypha,YES
big_dipper,Big Dipper,YES
bighorn_sheep,Bighorn sheep,YES
bilbao,Bilbao,YES
bile_acid,Bile acid,YES
bilirubin,Bilirubin,YES
bill_of_attainder,Bill of attainder,YES
billiards_at_half-past_nine,Billiards at Half-past Nine,YES
billie_holiday,Billie Holiday,YES
billy_budd,Billy Budd,YES
binary_pulsar,Binary pulsar,YES
binary_star,Binary star,YES
biodiversity,Biodiversity,YES
bioko,Bioko,YES
biomass_(ecology),Biomass (ecology),YES
biosphere_2,Biosphere 2,YES
biotin,Biotin,YES
bipolar_disorder,Bipolar disorder,YES
bipolar_junction_transistor,Bipolar junction transistor,YES
birch_reduction,Birch reduction,YES
birefringence,Birefringence,YES
bismuth,Bismuth,YES
bitterroot_range,Bitterroot Range,YES
black_body,Black body,YES
black_hawk_war,Black Hawk War,YES
black_hole,Black hole,YES
black_hole_of_calcutta,Black Hole of Calcutta,YES
black_paintings,Black Paintings,YES
black_panther_party,Black Panther Party,YES
black_sea,Black Sea,YES
black_stone,Black Stone,YES
blaise_pascal,Blaise Pascal,YES
blastula,Blastula,YES
bleach,Bleach,YES
bleak_house,Bleak House,YES
blenheim_palace,Blenheim Palace,YES
blue_nile,Blue Nile,YES
blue_ridge_mountains,Blue Ridge Mountains,YES
bluebeard's_castle,Bluebeard's Castle,YES
bobo_doll_experiment,Bobo doll experiment,YES
bodhisattva,Bodhisattva,YES
body_mass_index,Body mass index,YES
body_of_tibia,Body of tibia,YES
boiling_point,Boiling point,YES
boiling-point_elevation,Boiling-point elevation,YES
boltzmann_constant,Boltzmann constant,YES
boltzmann_equation,Boltzmann equation,YES
bonampak,Bonampak,YES
bonaventure,Bonaventure,YES
bone,Bone,YES
bone_marrow,Bone marrow,YES
bone_morphogenetic_protein_4,Bone morphogenetic protein 4,YES
bonn,Bonn,YES
bonus_army,Bonus Army,YES
book_of_baruch,Book of Baruch,YES
book_of_common_prayer,Book of Common Prayer,YES
book_of_daniel,Book of Daniel,YES
book_of_deuteronomy,Book of Deuteronomy,YES
book_of_esther,Book of Esther,YES
book_of_exodus,Book of Exodus,YES
book_of_ezekiel,Book of Ezekiel,YES
book_of_hours,Book of hours,YES
book_of_isaiah,Book of Isaiah,YES
book_of_jeremiah,Book of Jeremiah,YES
book_of_job,Book of Job,YES
book_of_jonah,Book of Jonah,YES
book_of_joshua,Book of Joshua,YES
book_of_kells,Book of Kells,YES
book_of_lamentations,Book of Lamentations,YES
book_of_leviticus,Book of Leviticus,YES
book_of_mormon,Book of Mormon,YES
book_of_numbers,Book of Numbers,YES
book_of_the_dead,Book of the Dead,YES
booker_t._washington,Booker T. Washington,YES
boomerang,Boomerang,YES
borane,Borane,YES
borders_of_suriname,Borders of Suriname,YES
boris_pasternak,Boris Pasternak,YES
borneo,Borneo,YES
born-oppenheimer_approximation,,NO
boron,Boron,YES
bose-einstein_condensate,Bose-Einstein condensate,YES
bosnia_and_herzegovina,Bosnia and Herzegovina,YES
boston_massacre,Boston Massacre,YES
botany_bay,Botany Bay,YES
botswana,Botswana,YES
botulism,Botulism,YES
bovine_immunodeficiency_virus,Bovine immunodeficiency virus,YES
bowling_alone,Bowling Alone,YES
boxer_rebellion,Boxer Rebellion,YES
brachiosaurus,Brachiosaurus,YES
bragi,Bragi,YES
brahma,Brahma,YES
brahmaputra_river,Brahmaputra River,YES
brancacci_chapel,Brancacci Chapel,YES
branching_(polymer_chemistry),Branching (polymer chemistry),YES
branchiopoda,Branchiopoda,YES
brandenburg_concertos,Brandenburg concertos,YES
brave_new_world,Brave New World,YES
brazil_(1985_film),Brazil (1985 film),YES
brazos_river,Brazos River,YES
