Question ID,Answer
108878,the_picture_of_dorian_gray
139608,hesiod
6510,nikolai_gogol
162162,on_the_road
102781,one_hundred_years_of_solitude
162176,nikolai_gogol
6531,hedda_gabler
6573,volpone
123326,bernard_malamud
170436,sinclair_lewis
4550,henry_wadsworth_longfellow
156429,orlando_furioso
104916,sherwood_anderson
188888,the_tale_of_genji
141792,thomas_mann
172564,samuel_taylor_coleridge
107044,henry_wadsworth_longfellow
4655,kate_chopin
162568,la_belle_dame_sans_merci
6706,pablo_neruda
121401,titus_andronicus
121422,william_dean_howells
121457,derek_walcott
103026,steppenwolf_(novel)
4725,gerard_manley_hopkins
164479,light_in_august
148099,finnegans_wake
109200,jean_genet
164521,pablo_neruda
107205,the_cherry_orchard
162526,adam_bede_(character)
6881,love_in_the_time_of_cholera
188881,pale_fire
105196,epic_of_gilgamesh
6895,rupert_brooke
187194,jonathan_swift
187208,steppenwolf_(novel)
185164,joseph_conrad
4977,joseph_conrad
160636,eugene_o'neill
187201,pearl_s._buck
105378,"cry,_the_beloved_country"
170933,emily_dickinson
168910,finnegans_wake
174545,dream_of_the_red_chamber
7126,the_bald_soprano
121842,mansfield_park
5110,a_good_man_is_hard_to_find_(short_story)
173047,the_house_of_mirth
6314,william_golding
7168,arthur_rimbaud
5138,jun'ichiro_tanizaki
173075,atalanta
7189,ethan_frome
7224,j._m._coetzee
7245,yasunari_kawabata
5215,ambrose_bierce
179389,john_steinbeck
5257,all_my_sons
107709,love_in_the_time_of_cholera
107716,major_barbara
5320,erich_maria_remarque
179403,lord_jim
157234,henry_james
138516,milan_kundera
171304,orion_(mythology)
164402,james_agee
5453,fathers_and_sons_(novel)
148848,maxim_gorky
185682,a_good_man_is_hard_to_find_(short_story)
183638,boris_pasternak
5488,silas_marner
175980,sinclair_lewis
183680,artemis
165277,naguib_mahfouz
184450,brave_new_world
107982,langston_hughes
5656,john_dryden
5677,cymbeline
7077,manuel_puig
167524,naguib_mahfouz
5733,d._h._lawrence
5754,hedda_gabler
188034,jorge_luis_borges
120148,july's_people
188041,the_mayor_of_casterbridge
181902,arthur_conan_doyle
188062,ethan_frome
188069,umberto_eco
108213,fathers_and_sons_(novel)
150815,silas_marner
173768,jonathan_swift
188118,bleak_house
188125,philip_roth
5887,nikolai_gogol
188167,johann_wolfgang_von_goethe
188181,langston_hughes
5929,titus_andronicus
165697,pearl_s._buck
4585,the_crying_of_lot_49
5978,the_importance_of_being_earnest
188048,lysistrata
180068,"alfred,_lord_tennyson"
175994,joseph_conrad
176001,jane_eyre
110467,dream_of_the_red_chamber
145327,falstaff
145334,sister_carrie
141260,demeter
112616,sinclair_lewis
188083,a_clockwork_orange
8708,cyclic_adenosine_monophosphate
105007,zeeman_effect
104713,bose-einstein_condensate
122430,neutron
8806,electron_transport_chain
8295,apoptosis
8309,aspirin
8813,liver
103061,transfer_rna
145558,pancreas
116389,transfer_rna
113057,cyclohexane
9485,sulfuric_acid
8897,corpus_callosum
188363,liver
170184,liquid_crystal
10192,electronegativity
10493,ferromagnetism
115780,electronegativity
10521,photoelectric_effect
8932,electronegativity
112693,infrared_spectroscopy
147637,pauli_exclusion_principle
173894,insulin
184632,diffraction
108094,liver
104825,nucleolus
108535,wittig_reaction
113813,sulfuric_acid
8428,glycolysis
8197,microtubule
107429,electronegativity
8617,dopamine
9373,magnetic_monopole
185269,ketone
10689,pauli_exclusion_principle
107471,pauli_exclusion_principle
168420,insulin
110054,apoptosis
8176,cyclic_adenosine_monophosphate
161777,electronegativity
113659,moment_of_inertia
12292,hypnos
12320,horus
106533,hypnos
120974,great_zimbabwe
12460,hanuman
117082,epicurus
106925,lake_tanganyika
12726,cybele
10738,margaret_mead
10752,talcott_parsons
111111,melampus
12817,jainism
10850,the_theory_of_the_leisure_class
12999,poseidon
105189,stanley_milgram
123634,anomie
105245,pragmatism
11046,phillips_curve
13125,kaaba
13167,bellerophon
13195,ishtar
109452,hannah_arendt
11158,orinoco
109543,upanishads
121856,orion_(mythology)
11417,sri_lanka
122073,thorstein_veblen
122080,clifford_geertz
107821,friedrich_nietzsche
11578,either/or
11753,georg_wilhelm_friedrich_hegel
11914,either/or
11942,jeremy_bentham
105077,hanuman
118482,tlaloc
12026,thomas_hobbes
12033,max_weber
116501,ishtar
12054,the_structure_of_scientific_revolutions
12061,franz_boas
163618,sukkot
12075,carl_rogers
103740,max_weber
108416,hypnos
13293,taliesin
106393,laffer_curve
188314,the_republic_(plato)
