Question ID,Answer
105378,wilfred_owen
170933,emily_dickinson
168910,finnegans_wake
174545,washington_irving
7126,the_bald_soprano
121842,mansfield_park
5110,a_good_man_is_hard_to_find_(short_story)
173047,their_eyes_were_watching_god
6314,william_golding
7168,rudyard_kipling
5138,the_master_builder
173075,atalanta
7189,adam_bede_(character)
7224,j._m._coetzee
7245,lolita
5215,rip_van_winkle
179389,nadine_gordimer
5257,the_wild_duck
107709,love_in_the_time_of_cholera
107716,major_barbara
5320,treasure_island
179403,joseph_conrad
157234,robert_louis_stevenson
138516,mark_twain
171304,loki
164402,truman_capote
5453,fathers_and_sons_(novel)
148848,anna_karenina
185682,a_good_man_is_hard_to_find_(short_story)
183638,boris_pasternak
5488,erewhon
175980,henry_james
183680,robert_louis_stevenson
165277,gao_xingjian
184450,aldous_huxley
107982,f._scott_fitzgerald
5656,rudyard_kipling
5677,cymbeline
7077,manuel_puig
167524,kubla_khan
5733,simone_de_beauvoir
5754,all_the_king's_men
188034,saul_bellow
120148,titus_andronicus
188041,far_from_the_madding_crowd
181902,rudyard_kipling
188062,july's_people
188069,umberto_eco
108213,billy_budd
150815,nathaniel_hawthorne
173768,jonathan_swift
188118,war_and_peace
188125,philip_roth
5887,titus_andronicus
188167,william_blake
188181,theodore_dreiser
5929,titus_andronicus
165697,pearl_s._buck
4585,the_crying_of_lot_49
5978,major_barbara
188048,the_spanish_tragedy
180068,to_his_coy_mistress
175994,henry_james
176001,lady_windermere's_fan
110467,dream_of_the_red_chamber
145327,falstaff
145334,their_eyes_were_watching_god
141260,demeter
112616,sinclair_lewis
188083,the_metamorphosis
8708,transcription_(genetics)
105007,quantum_hall_effect
104713,meiosis
122430,magnetic_monopole
8806,distillation
8295,chloroplast
8309,rubisco
8813,thyroid
103061,transfer_rna
145558,aorta
116389,transfer_rna
113057,ammonia
9485,titanium
8897,axon
188363,gallbladder
170184,liquid_crystal
10192,molecular_orbital_theory
10493,paramagnetism
115780,leptin
10521,photoelectric_effect
8932,adenosine_triphosphate
112693,photoelectric_effect
147637,higgs_boson
173894,acetylcholine
184632,helmholtz_free_energy
108094,chloroplast
104825,mitochondrion
108535,amine
113813,sulfuric_acid
8428,transcription_(genetics)
8197,y_chromosome
107429,higgs_boson
8617,dopamine
9373,magnetic_monopole
185269,cobalt
10689,higgs_boson
107471,magnetic_monopole
168420,collagen
110054,citric_acid_cycle
8176,operon
161777,electronegativity
113659,magnetic_monopole
12292,hades
12320,ptah
106533,theseus
120974,great_zimbabwe
12460,diomedes
117082,plato
106925,alcibiades
12726,cybele
10738,margaret_mead
10752,talcott_parsons
111111,loki
12817,manichaeism
10850,c._wright_mills
12999,pele_(deity)
105189,bystander_effect
123634,pierre_bourdieu
105245,parmenides
11046,john_maynard_keynes
13125,kaaba
13167,theseus
13195,ishtar
109452,friedrich_hayek
11158,orinoco
109543,max_weber
121856,shiva
11417,seychelles
122073,heinrich_schliemann
122080,talcott_parsons
107821,edmund_husserl
11578,the_phenomenology_of_spirit
11753,georg_wilhelm_friedrich_hegel
11914,either/or
11942,a_theory_of_justice
105077,indra
118482,tlaloc
12026,thomas_hobbes
12033,max_weber
116501,enlil
12054,the_structure_of_scientific_revolutions
12061,edmund_husserl
163618,yom_kippur
12075,dian_fossey
103740,max_weber
108416,heracles
13293,taliesin
106393,john_maynard_keynes
188314,martin_heidegger
